gene
AIF1L
AIFM2
AIG1
AIM2
AIMP1
AIRE
AIRIM
AIRN
AJAP1
AJUBA
AK5
AK9
AKAP1
AKAP11
AKAP13
AKAP17A
AKAP3
AKAP4
AKAP6
AKAP7
AKAP8
AKAP8L
AKAP9
AKIP1
AKIRIN1
AKIRIN2
AKNA
AKR1B1
AKR1B10
AKR1B15
AKR1C1
AKR1C2
AKR1C3
AKR1C4
AKR1D1
AKR1E2
AKR7A2
AKR7L
AKT1S1
AKTIP
ALAD
ALAS2
ALB
ALDH1A1
ALDH1A2
ALDH1A3
ALDH1B1
ALDH1L1
ALDH1L2
ALDH2
ALDH3A1
ALDH3A2
ALDH3B1
ALDH3B2
ALDH4A1
ALDH5A1
ALG10
ALG10B
ALG11
ALG12
ALG13
ALG14
ALG2
ALG3
ALG6
ALG8
ALG9
ALK
ALKBH1
ALKBH2
ALKBH5
ALKBH6
ALKBH7
ALKBH8
ALMS1
ALOX12
ALOX12-AS1
ALOX12B
ALOX5AP
ALOXE3
ALPK2
ALPL
ALPP
ALS2
ALS2CL
ALX1
AMBN
AMBP
AMBRA1
AMDHD2
AMELX
AMER1
AMFR
AMHR2
AMIGO1
AMIGO2
AMIGO3
AMMECR1
AMMECR1L
AMN1
AMN1-AS1
AMOT
AMOTL1
AMOTL2
AMPD2
AMPH
AMT
AMTN
AMY1A
AMY2A
AMY2B
AMZ1
AMZ2
ANAPC15
ANAPC16
ANGEL1
ANGEL2
ANGPT1
ANGPT2
ANGPTL2
ANGPTL3
ANGPTL6
ANGPTL7
ANGPTL8
ANK1
ANK2
ANK3
ANKAR
ANKDD1B
ANKEF1
ANKFY1
ANKHD1
ANKHD1-DT
ANKHD1-EIF4EBP3
ANKIB1
ANKK1
ANKLE1
ANKLE2
ANKMY1
ANKMY2
ANKRD1
ANKRD10
ANKRD11
ANKRD11P2
ANKRD12
ANKRD13A
ANKRD13C
ANKRD13D
ANKRD16
ANKRD17
ANKRD17-DT
ANKRD2
ANKRD20A1
ANKRD20A11P
ANKRD20A19P
ANKRD20A5P
ANKRD22
ANKRD23
ANKRD24
ANKRD26
ANKRD26P4
ANKRD27
ANKRD28
ANKRD29
ANKRD30A
ANKRD30B
ANKRD30BL
ANKRD33B
ANKRD33BP5
ANKRD34B
ANKRD35
ANKRD36
ANKRD36B
ANKRD36C
ANKRD37
ANKRD40CL
ANKRD42
ANKRD42-DT
ANKRD44
ANKRD45
ANKRD46
ANKRD49
ANKRD50
ANKRD52
ANKRD55
ANKRD6
ANKRD63
ANKRD9
ANKS1A
ANKS1B
ANKS6
ANKUB1
ANLN
ANO1
ANO10
ANO2
ANO6
ANO7L1
ANO8
ANO9
ANOS1
ANP32A
ANP32B
ANTKMT
ANTXR1
ANTXR2
ANTXRLP1
ANXA10
ANXA13
ANXA2P1
ANXA2P2
ANXA2R-AS1
ANXA2R-OT1
ANXA3
ANXA6
ANXA7
ANXA8
ANXA8L1
ANXA9
AOAH
AOC1
AOC3
AOC4P
AOPEP
AOX1
AP1AR
AP1G2
AP3B1
AP3B2
AP3D1
AP3M1
AP3M2
AP3S2
AP4B1
AP4B1-AS1
AP4E1
AP4M1
AP4S1
AP5B1
AP5M1
AP5S1
AP5Z1
APBA1
APBA2
APBA3
APBB1IP
APBB2
APCDD1
APCDD1L
APCDD1L-DT
APCS
APEH
APEX2
APH1A
APH1B
API5
APIP
APLF
APLN
APLP2
APMAP
APOA1
APOA5
APOB
APOBEC1
APOBEC2
APOBEC3A
APOBEC3B
APOBEC3D
APOBEC4
APOBR
APOC2
APOC3
APOD
APOE
APOH
APOL1
APOL2
APOL3
APOL4
APOLD1
APOO
APOOL
APPBP2
APPL1
APPL2
APRG1
APTR
APTX
AQP1
AQP10
AQP2
AQP3
AQP4
AQP5
AQP5-AS1
AQP7P1
AQR
AR
ARAF
ARAP1
ARAP1-AS1
ARAP2
ARAP3
ARC
ARCN1
ARF3
ARF4
ARF4P1
ARF6
ARFGAP2
ARFGAP3
ARFGEF1
ARFGEF2
ARFGEF3
ARFIP1
ARFIP2
ARFRP1
ARG1
ARG2
ARGLU1
ARHGAP1
ARHGAP10
ARHGAP11A
ARHGAP11B-DT
ARHGAP12
ARHGAP15
ARHGAP17
ARHGAP18
ARHGAP19
ARHGAP20
ARHGAP21
ARHGAP22
ARHGAP23
ARHGAP23P1
ARHGAP24
ARHGAP25
ARHGAP26
ARHGAP27
ARHGAP27P1-BPTFP1-KPNA2P3
ARHGAP28
ARHGAP29
ARHGAP30
ARHGAP31
ARHGAP32
ARHGAP33
ARHGAP35
ARHGAP36
ARHGAP4
ARHGAP40
ARHGAP42
ARHGAP44
ARHGAP45
ARHGAP5
ARHGAP6
ARHGAP8
ARHGAP9
ARHGDIA
ARHGDIB
ARHGDIG
ARHGEF1
ARHGEF10
ARHGEF10L
ARHGEF11
ARHGEF12
ARHGEF15
ARHGEF16
ARHGEF17
ARHGEF18
ARHGEF19
ARHGEF2
ARHGEF25
ARHGEF28
ARHGEF3
ARHGEF37
ARHGEF38
ARHGEF39
ARHGEF40
ARHGEF5
ARHGEF6
ARHGEF7
ARHGEF9
ARID1A
ARID1B
ARID2
ARID3A
ARID3B
ARID5A
ARK2C
ARL1
ARL11
ARL13B
ARL14
ARL15
ARL16
ARL17A
ARL17B
ARL2
ARL2BP
ARL3
ARL4C
ARL5A
ARL5AP4
ARL5B
ARL6IP4
ARL6IP5
ARL6IP6
ARL8A
ARL8B
ARLN
ARMC1
ARMC10
ARMC5
ARMC6
ARMC7
ARMC8
ARMCX1
ARMCX2
ARMCX3
ARMCX4
ARMCX5
ARMCX5-GPRASP2
ARMCX6
ARMH3
ARMH4
ARMT1
ARNT2
ARPC1A
ARPC1B
ARPC2
ARPC3
ARPC4
ARPC4-TTLL3
ARPC5
ARPIN-AP3S2
ARPP21
ARRB1
ARRB2
ARRDC1
ARRDC1-AS1
ARRDC2
ARRDC3
ARRDC3-AS1
ARRDC4
ARRDC5
ARSA
ARSB
ARSG
ARSI
ARSK
ARSL
ART1
ART2BP
ART3
ARV1
ARVCF
ARX
AS3MT
ASAH1
ASAH2
ASAH2B
ASAP1
ASAP2
ASAP3
ASB16-AS1
ASCC1
ASCC2
ASCC3
ASCL1
ASCL2
ASCL3
ASGR1
ASGR2
ASH1L
ASH2L
ASIC1
ASIC2
ASL
ASMTL
ASNSD1
ASPA
ASPH
ASPHD2
ASPM
ASPN
ASPSCR1
ASRGL1
ASS1
ASTE1
ASTL
ASTN1
ASTN2
ASTN2-AS1
ASXL1
ASXL2
ATAD1
ATAD2B
ATAD3A
ATAD3B
ATAD3C
ATAD5
ATAT1
ATE1
ATE1OSP
ATF6B
ATF7
ATF7-NPFF
ATF7IP
ATF7IP2
ATG10
ATG101
ATG12
ATG13
ATG16L1
ATG16L2
ATG2A
ATG2B
ATG3
ATG4B
ATG4C
ATG4D
ATG5
ATG9A
ATG9B
ATIC
ATL1
ATL2
ATL3
ATM
ATN1
ATOH8
ATOSA
ATOSB
ATP10A
ATP10B
ATP10D
ATP11A
ATP11B
ATP11B-DT
ATP11C
ATP13A1
ATP13A2
ATP13A3
ATP13A4
ATP1A1
ATP1A1-AS1
ATP1A2
ATP1A3
ATP1B2
ATP1B3
ATP1B4
ATP23
ATP2A1
ATP2A3
ATP2B1-AS1
ATP2B2
ATP2B3
ATP2B4
ATP2C2
ATP4A
ATP4B
ATP5IF1
ATP5MC2P1
ATP5MD
ATP5MF-PTCD1
ATP5MFP1
ATP5MGL
ATP5MJ
ATP5MK
ATP5MPL
ATP6AP1L
ATP6AP2
ATP6V0A1
ATP6V0A2
ATP6V0A4
ATP6V0D1-DT
ATP6V0D2
ATP6V0E2
ATP6V1A
ATP6V1B1
ATP6V1B2
ATP6V1C2
ATP6V1E2
ATP6V1G2
ATP7B
ATP8A1
ATP8A1-DT
ATP8B1-AS1
ATP8B2
ATP8B3
ATP8B4
ATP9A
ATP9B
ATPAF1
ATR
ATRAID
ATRIP
ATRN
ATRNL1
ATXN1
ATXN10
ATXN1L
ATXN2
ATXN2L
ATXN3
ATXN7
ATXN7L1
ATXN7L2
ATXN7L3
ATXN7L3B
AUH
AUNIP
AUP1
AURKAIP1
AVEN
AVIL
AVL9
AVP
AVPI1
AVPR1B
AWAT1
AWAT2
AXIN1
AXIN2
AZGP1
AZI2
AZIN1
AZIN2
AZU1
B3GALNT1
B3GALNT2
B3GALT2
B3GALT4
B3GLCT
B3GNT2
B3GNT5
B3GNT7
B3GNT8
B3GNT9
B3GNTL1
B4GALNT1
B4GALNT3
B4GALNT4
B4GALT3
B4GALT6
B4GAT1
B4GAT1-DT
B9D1
B9D2
BAALC
BAAT
BABAM1
BABAM2
BACE1
BACE2
BACH1
BACH2
BAD
BAG1
BAG2
BAG4
BAG5
BAG6
BAHCC1
BAHD1
BAIAP2L1
BAIAP2L2
BAIAP3
BALR6
BAMBI
BANP
BAP1
BARHL1
BARX1
BARX2
BAZ1A
BAZ1A-AS1
BAZ1B
BAZ2A
BAZ2B
BBC3
BBIP1
BBLN
BBOF1
BBOX1
BBS1
BBS12
BBS2
BBS4
BBS9
BBX
BCAP29
BCAR1
BCAS1
BCAS3
BCAS4
BCAT2
BCCIP
BCDIN3D
BCHE
BCKDHB
BCKDK
BCL11A
BCL11B
BCL2L1-AS1
BCL2L12
BCL2L13
BCL2L14
BCL2L15
BCL6B
BCL7A
BCL7B
BCL7C
BCL9
BCL9L
BCLAF1
BCLAF3
BCO2
BCOR
BCR
BCS1L
BCYRN1
BDH1
BDKRB2
BDNF-AS
BDP1
BEAN1
BEAN1-AS1
BEGAIN
BEND3
BEND4
BEND5
BEST2
BEST3
BEST4
BET1
BET1L
BEX1
BEX2
BEX3
BEX4
BFAR
BFSP1
BFSP2
BGLAP
BHLHA15
BHLHE22
BHLHE40-AS1
BHLHE41
BHMT2
BICC1
BICD1
BICD1P1
BICD2
BICDL1
BICRA
BICRAL
BIN1
BIN2
BIN3
BIRC7
BIRC8
BIVM
BLK
BLM
BLOC1S1
BLOC1S2
BLOC1S3
BLOC1S4
BLOC1S5
BLOC1S5-TXNDC5
BLOC1S6
BLTP1
BLTP2
BLTP3A
BLTP3B
BLTP3B-DT
BLVRA
BLVRB
BLZF1
BMAL1
BMAL2
BMERB1
BMI1
BMP10
BMP2K
BMP4
BMP5
BMP6
BMP7
BMP8A
BMS1
BMS1P2
BMS1P4-1
BMT2
BMX
BNC1
BNC2
BNIP1
BNIP2
BNIP3
BNIP3P1
BNIP5
BNIPL
BOC
BOD1
BOK
BOLA1
BOP1
BORA
BORCS5
BORCS7
BORCS8
BORCS8-MEF2B
BPESC1
BPHL
BPI
BPIFA1
BPIFA2
BPIFA3
BPNT2
BPTF
BRAF
BRAP
BRAT1
BRCC3
BRD2
BRD3
BRD4
BRD7
BRD8
BRD9
BRDT
BRF1
BRI3
BRI3BP
BRICD5
BRINP1
BRINP2
BRINP3
BRIP1
BRIX1
BRK1
BRME1
BROX
BRPF1
BRPF3-AS1
BRSK1
BRWD3
BSCL2
BSDC1
BSG
BSN
BSN-AS1
BSND
BSPRY
BST1
BTAF1
BTBD10
BTBD17
BTBD19
BTBD2
BTBD3
BTBD7
BTBD8
BTC
BTD
BTF3
BTF3L4
BTG1-DT
BTG4
BTLA
BTN2A1
BTN2A2
BTN2A3P
BTN3A1
BTN3A2
BTN3A3
BTNL2
BTNL9
BUB1B-PAK6
BUD13
BUD23
BUD31
BZW1
BZW2
C10ORF88
C10ORF88B
C10ORF90
C10ORF95-AS1
C11ORF16
C11ORF21
C11ORF24
C11ORF52
C11ORF54
C11ORF58
C11ORF65
C11ORF68
C11ORF71
C11ORF80
C11ORF86
C11ORF87
C11ORF97
C11ORF98P3
C12ORF29
C12ORF4
C12ORF40
C12ORF42
C12ORF43
C12ORF56
C12ORF57
C12ORF73
C12ORF75
C12ORF76
C13ORF46
C14ORF93
C15ORF39
C15ORF40
C15ORF48
C15ORF61
C16ORF54
C16ORF74
C16ORF87
C16ORF90
C17ORF58
C17ORF67
C17ORF75
C17ORF99
C18ORF21
C18ORF25
C18ORF32
C18ORF54
C19ORF12
C19ORF38
C19ORF48P
C19ORF53
C19ORF81
C1D
C1GALT1
C1GALT1C1
C1ORF105
C1ORF115
C1ORF122
C1ORF159
C1ORF162
C1ORF167
C1ORF174
C1ORF198
C1ORF21
C1ORF210
C1ORF35
C1ORF43
C1ORF50
C1ORF52
C1ORF54
C1ORF56
C1ORF94
C1QB
C1QL1
C1QTNF1
C1QTNF12
C1QTNF3
C1QTNF3-AMACR
C1QTNF4
C1QTNF5
C1QTNF6
C1QTNF7-AS1
C20ORF204
C21ORF58
C21ORF62-AS1
C21ORF91
C21ORF91-OT1
C22ORF31
C22ORF46
C2CD2
C2CD2L
C2CD3
C2CD4A
C2CD4B
C2CD4D-AS1
C2CD5
C2ORF42
C2ORF49
C2ORF66
C2ORF68
C2ORF69
C2ORF69P2
C2ORF72
C2ORF74
C2ORF76
C2ORF88
C2ORF92
C3ORF14
C3ORF18
C3ORF33
C3ORF38
C3ORF52
C3ORF80
C3ORF85
C4A
C4B
C4BPA
C4ORF3
C4ORF33
C4ORF46
C4ORF50
C5
C5AR2
C5ORF15
C5ORF22
C5ORF24
C5ORF34
C5ORF46
C5ORF63
C6
C6ORF141
C6ORF47
C6ORF52
C6ORF62
C6ORF89
C7
C7ORF25
C7ORF31
C7ORF50
C7ORF57
C8A
C8G
C8ORF17
C8ORF33
C8ORF44-SGK3
C8ORF48
C8ORF58
C8ORF76
C9ORF152
C9ORF40
C9ORF43
C9ORF50
C9ORF64
C9ORF72
C9ORF78
C9ORF85
CA10
CA11
CA13
CA3
CA4
CA5A
CA5B
CA6
CA7
CA8
CA9
CAAP1
CAB39
CAB39L
CABIN1
CABLES1
CABLES2
CABP1
CABP2
CABP4
CABP5
CABYR
CACFD1
CACHD1
CACNA1A
CACNA1B
CACNA1C
CACNA1D
CACNA1E
CACNA1F
CACNA1G
CACNA1S
CACNA2D1
CACNA2D2
CACNA2D3
CACNA2D4
CACNB1
CACNB2
CACNB3
CACNB4
CACNG2
CACNG3
CACNG4
CACNG7
CACTIN
CACUL1
CADM2
CADM3
CADM4
CADPS
CADPS2
CALCA
CALCB
CALCOCO1
CALCOCO2
CALHM1
CALHM3
CALHM5
CALHM6
CALM2
CALML3
CALML4
CALML5
CALN1
CALR3
CAMK1
CAMK1D
CAMK1G
CAMK2N1
CAMK4
CAMKK1
CAMKK2
CAMKMT
CAMLG
CAMP
CAMSAP1
CAMSAP1-DT
CAMSAP2
CAMSAP3
CAMTA1
CAMTA2
CAND1
CAND2
CAP1
CAPN1
CAPN10
CAPN11
CAPN12
CAPN13
CAPN14
CAPN15
CAPN2
CAPN6
CAPN7
CAPN8
CAPN9
CAPNS1
CAPNS2
CAPRIN1
CAPRIN2
CAPS
CAPS2
CAPSL
CARD10
CARD11
CARD14
CARD16
CARD17P
CARD18
CARD19
CARD6
CARD8
CARD9
CARF
CARHSP1
CARM1
CARMIL1
CARMIL2
CARMIL2P1
CARMIL3
CARMN
CARNMT1
CARNS1
CARS1
CARS2
CASC3
CASD1
CASK
CASKIN1
CASKIN2
CASP16P
CASP4LP
CASP4LP-1
CASQ1
CASR
CASS4
CAST
CASTOR1
CASTOR2
CASTOR3P
CASTOR3P-1
CASZ1
CATIP
CATSPER1
CATSPER2
CATSPERB
CATSPERD
CATSPERE
CATSPERG
CAV2
CAV3
CAVIN2
CBARP
CBFA2T2
CBFA2T3
CBFB
CBLL1
CBLN1
CBLN3
CBLN4
CBR1
CBR3
CBR4
CBS
CBX2
CBX4
CBX6
CBX7
CBX8
CBY1
CC2D1A
CC2D1B
CCAR1
CCAR2
CCBE1
CCDC102A
CCDC102B
CCDC107
CCDC112
CCDC116
CCDC117
CCDC122
CCDC124
CCDC125
CCDC126
CCDC127
CCDC13
CCDC134
CCDC136
CCDC137
CCDC138
CCDC14
CCDC140
CCDC141
CCDC142
CCDC144A
CCDC144BP
CCDC146
CCDC149
CCDC15
CCDC150
CCDC154
CCDC159
CCDC167
CCDC169
CCDC170
CCDC171
CCDC174
CCDC177
CCDC18-AS1
CCDC180
CCDC185
CCDC191
CCDC198
CCDC22
CCDC26
CCDC28A
CCDC28A-AS1
CCDC28B
CCDC3
CCDC30
CCDC32
CCDC33
CCDC34
CCDC39-AS1
CCDC40
CCDC43
CCDC47
CCDC50
CCDC57
CCDC59
CCDC6
CCDC60
CCDC66
CCDC68
CCDC69
CCDC7
CCDC70
CCDC71
CCDC74A
CCDC77
CCDC8
CCDC80
CCDC81
CCDC82
CCDC85B
CCDC86
CCDC88A
CCDC88B
CCDC88C
CCDC9
CCDC90B
CCDC90B-AS1
CCDC91
CCDC92
CCDC93
CCDC97
CCDC9B
CCDST
CCER2
CCIN
CCK
CCL1
CCL14
CCL15
CCL16
CCL18
CCL21
CCL23
CCL25
CCL26
CCL27
CCL28
CCL4L2
CCL8
CCM2
CCM2L
CCN3
CCN4
CCN6
CCNB1
CCNB1IP1
CCNC
CCNDBP1
CCNE2
CCNH
CCNI
CCNJ
CCNJL
CCNL2
CCNQ
CCNT2
CCNY
CCNY-AS1
CCNYL1
CCNYL2
CCPG1
CCR10
CCR3
CCR6
CCR8
CCR9
CCSAP
CCSER1
CCSER2
CCT6B
CCT8
CCZ1
CCZ1P1
CD101
CD101-AS1
CD109
CD151
CD160
CD163
CD164
CD164L2
CD177
CD180
CD19
CD1A
CD1B
CD1C
CD1E
CD200
CD200R1
CD209
CD22
CD226
CD24
CD244
CD248
CD24P2
CD24P4
CD27-AS1
CD276
CD2AP
CD2BP2
CD2BP2-DT
CD300A
CD300C
CD300E
CD300H
CD300LB
CD300LD
CD300LF
CD300LG
CD302
CD320
CD33
CD34
CD37
CD5
CD52
CD53
CD58
CD5L
CD6
CD63
CD68
CD72
CD84
CD93
CD99
CD99L2
CD99P1
CD99P1-1
CDADC1
CDC123
CDC14A
CDC14B
CDC20-DT
CDC20B
CDC25C
CDC37
CDC37L1
CDC42BPA
CDC42BPB
CDC42BPG
CDC42EP1
CDC42EP2
CDC42EP3
CDC42EP4
CDC42SE1
CDC5L
CDC73
CDCA4
CDCA5
CDCA7
CDCA7L
CDH10
CDH12
CDH15
CDH16
CDH17
CDH18
CDH19
CDH20
CDH22
CDH23
CDH24
CDH26
CDH3
CDH4
CDH5
CDH7
CDH8
CDH9
CDHR1
CDHR2
CDHR3
CDHR4
CDHR5
CDIN1
CDIP1
CDIPT
CDIPTOSP
CDK10
CDK11A
CDK11B
CDK12
CDK13
CDK14
CDK15
CDK16
CDK17
CDK19
CDK2AP1
CDK2AP2
CDK5
CDK5R2
CDK5RAP1
CDK5RAP2
CDK5RAP3
CDK6
CDK7
CDK8
CDKAL1
CDKL1
CDKL3
CDKL5
CDKN2AIPNL
CDNF
CDO1
CDON
CDR2
CDR2L
CDS1
CDS2
CDSN
CDT1
CDV3
CDX1
CDX2
CDX4
CDYL
CDYL2
CEACAM1
CEACAM18
CEACAM19
CEACAM21
CEACAM3
CEACAM4
CEACAM5
CEACAM6
CEACAM7
CEACAM8
CEBPE
CEBPZ
CEBPZOS
CECR2
CEL
CELA1
CELA2A
CELA2B
CELA3A
CELA3B
CELF1
CELF2
CELF3
CELF4
CELSR1
CELSR2
CELSR3
CEMIP
CEMIP2
CENATAC
CEND1
CENPB
CENPC
CENPH
CENPI
CENPJ
CENPK
CENPL
CENPN
CENPO
CENPP
CENPQ
CENPT
CENPU
CENPV
CENPVL3
CENPW
CEP104
CEP112
CEP120
CEP126
CEP128
CEP135
CEP15
CEP152
CEP162
CEP164
CEP170
CEP170B
CEP19
CEP192
CEP20
CEP250
CEP250-AS1
CEP290
CEP295
CEP350
CEP43
CEP44
CEP55
CEP57
CEP57L1
CEP63
CEP68
CEP70
CEP72
CEP76
CEP78
CEP83
CEP83-DT
CEP85
CEP85L
CEP89
CEP95
CEP97
CEPT1
CER1
CERCAM
CERK
CEROX1
CERS1
CERS2
CERS4
CERS5
CERS6
CERT1
CES1
CES2
CES3
CETN1
CETN3
CFAP119
CFAP144P1
CFAP20
CFAP206
CFAP251
CFAP298
CFAP298-TCP10L
CFAP299
CFAP36
CFAP418
CFAP418-AS1
CFAP44
CFAP52
CFAP54
CFAP65
CFAP68
CFAP69
CFAP70
CFAP74
CFAP96
CFAP97
CFAP97D1
CFD
CFDP1
CFHR2
CFI
CFL1P1
CFLAR-AS1
CGA
CGAS
CGB3
CGB7
CGGBP1
CGN
CGNL1
CGREF1
CH25H
CHAC2
CHADL
CHAF1B
CHAMP1
CHASERR
CHCHD1
CHCHD10
CHCHD2
CHCHD2P5
CHCHD3
CHCHD4
CHCHD5
CHCHD6
CHCHD7
CHD1
CHD1-DT
CHD1L
CHD2
CHD3
CHD4
CHD5
CHD6
CHD7
CHD8
CHD9
CHD9NB
CHDH
CHEK2P2
CHFR
CHGA
CHGB
CHI3L1
CHIA
CHIC1
CHIC2
CHKA
CHKB
CHL1
CHLSN
CHM
CHML
CHMP1B
CHMP2A
CHMP2B
CHMP3
CHMP4A
CHMP4B
CHMP4C
CHMP5
CHMP6
CHMP7
CHN1
CHN2
CHODL
CHORDC1
CHORDC1P1
CHP1
CHP2
CHPT1
CHRAC1
CHRD
CHRDL1
CHRDL2
CHRM1
CHRM3
CHRM3-AS2
CHRM4
CHRNA1
CHRNA2
CHRNA5
CHRNA6
CHRNA7
CHRNB1
CHRNB2
CHRNB3
CHRNB4
CHRNE
CHRNG
CHST10
CHST11
CHST13
CHST14
CHST15
CHST7
CHST8
CHST9
CHSY1
CHSY3
CHTF18
CHTOP
CHURC1
CIAO1
CIAO2A
CIAO2B
CIAPIN1
CIB1
CIB2
CIB3
CIBAR1
CIC
CIDEA
CIDEB
CIDEC
CIDECP1
CILK1
CILP
CIMIP2B
CIMIP5
CINP
CIP2A
CIPC
CIR1
CIRBP
CIROP
CISD1
CISD2
CISD3
CITED1
CITED4
CIZ1
CKAP2
CKAP2-DT
CKAP2L
CKAP5
CKB
CKLF
CKM
CKMT1B
CKMT2-AS1
CKS1BP7
CLASP1
CLASP2
CLASRP
CLC
CLCA3P
CLCN1
CLCN3
CLCN4
CLCN5
CLCN6
CLCN7
CLCNKA
CLCNKB
CLDN1
CLDN10
CLDN11
CLDN12
CLDN14
CLDN15
CLDN16
CLDN17
CLDN18
CLDN19
CLDN2
CLDN20
CLDN22
CLDN23
CLDN4
CLDN5
CLDN6
CLDN7
CLDN8
CLDND1
CLEC10A
CLEC11A
CLEC12A
CLEC12B
CLEC14A
CLEC16A
CLEC18B
CLEC1A
CLEC1B
CLEC2B
CLEC2D
CLEC2L
CLEC3B
CLEC4A
CLEC4D
CLEC4E
CLEC4F
CLEC4G
CLEC4M
CLEC6A
CLEC7A
CLECL1P
CLGN
CLIC1
CLIC2
CLIC3
CLIC4
CLIC5
CLIC6
CLINT1
CLIP1
CLIP2
CLIP3
CLIP4
CLK1
CLK2
CLK3
CLK4
CLMN
CLMP
CLN3
CLN5
CLN8
CLN8-AS1
CLNK
CLOCK
CLPB
CLPP
CLPS
CLPSL1
CLPTM1
CLPTM1L
CLPX
CLRN3
CLSPN
CLSTN1
CLSTN2
CLSTN3
CLTB
CLTRN
CLUAP1
