set_id,family,subfamily,interpretation_layer,overlap_hvg,n_raw,n_present
atomic__hspc_lsc_stemness__hsc_mpp_lsc__bhattacharya_embryonic_stem_cell,hspc_lsc_stemness,hsc_mpp_lsc,cell_state,68,84,80
atomic__hspc_lsc_stemness__hsc_mpp_lsc__boquest_stem_cell_cultured_vs_fresh_dn,hspc_lsc_stemness,hsc_mpp_lsc,cell_state,11,31,31
atomic__hspc_lsc_stemness__hsc_mpp_lsc__boquest_stem_cell_cultured_vs_fresh_up,hspc_lsc_stemness,hsc_mpp_lsc,cell_state,280,423,418
atomic__hspc_lsc_stemness__hsc_mpp_lsc__boquest_stem_cell_dn,hspc_lsc_stemness,hsc_mpp_lsc,cell_state,155,218,214
atomic__hspc_lsc_stemness__hsc_mpp_lsc__boquest_stem_cell_up,hspc_lsc_stemness,hsc_mpp_lsc,cell_state,122,261,259
atomic__hspc_lsc_stemness__hsc_mpp_lsc__bystrykh_hematopoiesis_stem_cell_and_brain_qtl_cis,hspc_lsc_stemness,hsc_mpp_lsc,cell_state,62,69,66
atomic__hspc_lsc_stemness__hsc_mpp_lsc__bystrykh_hematopoiesis_stem_cell_and_brain_qtl_trans,hspc_lsc_stemness,hsc_mpp_lsc,cell_state,119,155,154
atomic__hspc_lsc_stemness__hsc_mpp_lsc__bystrykh_hematopoiesis_stem_cell_qtl_cis,hspc_lsc_stemness,hsc_mpp_lsc,cell_state,118,134,128
atomic__hspc_lsc_stemness__hsc_mpp_lsc__bystrykh_hematopoiesis_stem_cell_qtl_trans,hspc_lsc_stemness,hsc_mpp_lsc,cell_state,581,784,769
atomic__hspc_lsc_stemness__hsc_mpp_lsc__bystrykh_hematopoiesis_stem_cell_scp2_qtl_trans,hspc_lsc_stemness,hsc_mpp_lsc,cell_state,16,26,26
atomic__hspc_lsc_stemness__hsc_mpp_lsc__conrad_germline_stem_cell,hspc_lsc_stemness,hsc_mpp_lsc,cell_state,6,13,13
atomic__hspc_lsc_stemness__hsc_mpp_lsc__conrad_stem_cell,hspc_lsc_stemness,hsc_mpp_lsc,cell_state,24,39,39
atomic__hspc_lsc_stemness__hsc_mpp_lsc__desert_stem_cell_hepatocellular_carcinoma_subclass_up,hspc_lsc_stemness,hsc_mpp_lsc,cell_state,209,242,238
atomic__hspc_lsc_stemness__hsc_mpp_lsc__engelmann_cancer_progenitors_dn,hspc_lsc_stemness,hsc_mpp_lsc,cell_state,38,69,68
atomic__hspc_lsc_stemness__hsc_mpp_lsc__engelmann_cancer_progenitors_up,hspc_lsc_stemness,hsc_mpp_lsc,cell_state,36,48,47
atomic__hspc_lsc_stemness__hsc_mpp_lsc__eppert_ce_hsc_lsc,hspc_lsc_stemness,hsc_mpp_lsc,cell_state,40,41,40
atomic__hspc_lsc_stemness__hsc_mpp_lsc__eppert_hsc_r,hspc_lsc_stemness,hsc_mpp_lsc,cell_state,115,127,118
atomic__hspc_lsc_stemness__hsc_mpp_lsc__eppert_progenitor,hspc_lsc_stemness,hsc_mpp_lsc,cell_state,132,137,133
atomic__hspc_lsc_stemness__hsc_mpp_lsc__gal_leukemic_stem_cell_dn,hspc_lsc_stemness,hsc_mpp_lsc,cell_state,187,235,231
atomic__hspc_lsc_stemness__hsc_mpp_lsc__gal_leukemic_stem_cell_up,hspc_lsc_stemness,hsc_mpp_lsc,cell_state,93,129,125
atomic__hspc_lsc_stemness__hsc_mpp_lsc__gazda_diamond_blackfan_anemia_progenitor_dn,hspc_lsc_stemness,hsc_mpp_lsc,cell_state,63,66,65
atomic__hspc_lsc_stemness__hsc_mpp_lsc__gazda_diamond_blackfan_anemia_progenitor_up,hspc_lsc_stemness,hsc_mpp_lsc,cell_state,35,39,39
atomic__hspc_lsc_stemness__hsc_mpp_lsc__gentles_leukemic_stem_cell_dn,hspc_lsc_stemness,hsc_mpp_lsc,cell_state,15,19,19
atomic__hspc_lsc_stemness__hsc_mpp_lsc__gentles_leukemic_stem_cell_up,hspc_lsc_stemness,hsc_mpp_lsc,cell_state,26,29,29
atomic__hspc_lsc_stemness__hsc_mpp_lsc__haddad_b_lymphocyte_progenitor,hspc_lsc_stemness,hsc_mpp_lsc,cell_state,256,289,271
atomic__hspc_lsc_stemness__hsc_mpp_lsc__haddad_t_lymphocyte_and_nk_progenitor_dn,hspc_lsc_stemness,hsc_mpp_lsc,cell_state,64,64,64
atomic__hspc_lsc_stemness__hsc_mpp_lsc__haddad_t_lymphocyte_and_nk_progenitor_up,hspc_lsc_stemness,hsc_mpp_lsc,cell_state,76,81,80
atomic__hspc_lsc_stemness__hsc_mpp_lsc__harris_brain_cancer_progenitors,hspc_lsc_stemness,hsc_mpp_lsc,cell_state,16,43,43
atomic__hspc_lsc_stemness__hsc_mpp_lsc__hoebeke_lymphoid_stem_cell_dn,hspc_lsc_stemness,hsc_mpp_lsc,cell_state,83,87,87
atomic__hspc_lsc_stemness__hsc_mpp_lsc__hoebeke_lymphoid_stem_cell_up,hspc_lsc_stemness,hsc_mpp_lsc,cell_state,95,98,97
atomic__hspc_lsc_stemness__hsc_mpp_lsc__ivanova_hematopoiesis_early_progenitor,hspc_lsc_stemness,hsc_mpp_lsc,cell_state,390,446,428
atomic__hspc_lsc_stemness__hsc_mpp_lsc__ivanova_hematopoiesis_intermediate_progenitor,hspc_lsc_stemness,hsc_mpp_lsc,cell_state,121,135,131
atomic__hspc_lsc_stemness__hsc_mpp_lsc__ivanova_hematopoiesis_late_progenitor,hspc_lsc_stemness,hsc_mpp_lsc,cell_state,448,510,495
atomic__hspc_lsc_stemness__hsc_mpp_lsc__ivanova_hematopoiesis_stem_cell,hspc_lsc_stemness,hsc_mpp_lsc,cell_state,132,192,188
atomic__hspc_lsc_stemness__hsc_mpp_lsc__ivanova_hematopoiesis_stem_cell_and_progenitor,hspc_lsc_stemness,hsc_mpp_lsc,cell_state,447,558,541
atomic__hspc_lsc_stemness__hsc_mpp_lsc__ivanova_hematopoiesis_stem_cell_long_term,hspc_lsc_stemness,hsc_mpp_lsc,cell_state,150,218,212
atomic__hspc_lsc_stemness__hsc_mpp_lsc__ivanova_hematopoiesis_stem_cell_short_term,hspc_lsc_stemness,hsc_mpp_lsc,cell_state,15,22,21
atomic__hspc_lsc_stemness__hsc_mpp_lsc__izadpanah_stem_cell_adipose_vs_bone_dn,hspc_lsc_stemness,hsc_mpp_lsc,cell_state,62,105,103
atomic__hspc_lsc_stemness__hsc_mpp_lsc__izadpanah_stem_cell_adipose_vs_bone_up,hspc_lsc_stemness,hsc_mpp_lsc,cell_state,105,127,125
atomic__hspc_lsc_stemness__hsc_mpp_lsc__jaatinen_hematopoietic_stem_cell_dn,hspc_lsc_stemness,hsc_mpp_lsc,cell_state,168,234,231
atomic__hspc_lsc_stemness__hsc_mpp_lsc__jaatinen_hematopoietic_stem_cell_up,hspc_lsc_stemness,hsc_mpp_lsc,cell_state,308,323,311
atomic__hspc_lsc_stemness__hsc_mpp_lsc__jinesh_blebbishield_transformed_stem_cell_spheres_dn,hspc_lsc_stemness,hsc_mpp_lsc,cell_state,215,302,272
atomic__hspc_lsc_stemness__hsc_mpp_lsc__jinesh_blebbishield_transformed_stem_cell_spheres_up,hspc_lsc_stemness,hsc_mpp_lsc,cell_state,119,170,168
atomic__hspc_lsc_stemness__hsc_mpp_lsc__lee_intrathymic_t_progenitor,hspc_lsc_stemness,hsc_mpp_lsc,cell_state,19,20,20
atomic__hspc_lsc_stemness__hsc_mpp_lsc__lee_neural_crest_stem_cell_dn,hspc_lsc_stemness,hsc_mpp_lsc,cell_state,76,119,119
atomic__hspc_lsc_stemness__hsc_mpp_lsc__lee_neural_crest_stem_cell_up,hspc_lsc_stemness,hsc_mpp_lsc,cell_state,68,145,144
atomic__hspc_lsc_stemness__hsc_mpp_lsc__liang_hematopoiesis_stem_cell_number_large_vs_tiny_dn,hspc_lsc_stemness,hsc_mpp_lsc,cell_state,35,43,42
atomic__hspc_lsc_stemness__hsc_mpp_lsc__liang_hematopoiesis_stem_cell_number_large_vs_tiny_up,hspc_lsc_stemness,hsc_mpp_lsc,cell_state,36,41,40
atomic__hspc_lsc_stemness__hsc_mpp_lsc__liang_hematopoiesis_stem_cell_number_qtl,hspc_lsc_stemness,hsc_mpp_lsc,cell_state,15,16,16
atomic__hspc_lsc_stemness__hsc_mpp_lsc__liang_hematopoiesis_stem_cell_number_small_vs_huge_dn,hspc_lsc_stemness,hsc_mpp_lsc,cell_state,30,33,32
atomic__hspc_lsc_stemness__hsc_mpp_lsc__liang_hematopoiesis_stem_cell_number_small_vs_huge_up,hspc_lsc_stemness,hsc_mpp_lsc,cell_state,33,39,38
atomic__hspc_lsc_stemness__hsc_mpp_lsc__lim_mammary_luminal_progenitor_dn,hspc_lsc_stemness,hsc_mpp_lsc,cell_state,9,14,14
atomic__hspc_lsc_stemness__hsc_mpp_lsc__lim_mammary_luminal_progenitor_up,hspc_lsc_stemness,hsc_mpp_lsc,cell_state,26,58,58
atomic__hspc_lsc_stemness__hsc_mpp_lsc__lim_mammary_stem_cell_dn,hspc_lsc_stemness,hsc_mpp_lsc,cell_state,330,416,409
atomic__hspc_lsc_stemness__hsc_mpp_lsc__lim_mammary_stem_cell_up,hspc_lsc_stemness,hsc_mpp_lsc,cell_state,287,479,470
atomic__hspc_lsc_stemness__hsc_mpp_lsc__mebarki_hcc_progenitor_fzd8crd_dn,hspc_lsc_stemness,hsc_mpp_lsc,cell_state,230,458,429
atomic__hspc_lsc_stemness__hsc_mpp_lsc__mebarki_hcc_progenitor_fzd8crd_up,hspc_lsc_stemness,hsc_mpp_lsc,cell_state,435,590,537
atomic__hspc_lsc_stemness__hsc_mpp_lsc__mebarki_hcc_progenitor_wnt_dn,hspc_lsc_stemness,hsc_mpp_lsc,cell_state,44,92,88
atomic__hspc_lsc_stemness__hsc_mpp_lsc__mebarki_hcc_progenitor_wnt_dn_blocked_by_fzd8crd,hspc_lsc_stemness,hsc_mpp_lsc,cell_state,38,70,66
atomic__hspc_lsc_stemness__hsc_mpp_lsc__mebarki_hcc_progenitor_wnt_dn_ctnnb1_dependent,hspc_lsc_stemness,hsc_mpp_lsc,cell_state,16,31,31
atomic__hspc_lsc_stemness__hsc_mpp_lsc__mebarki_hcc_progenitor_wnt_dn_ctnnb1_dependent_blocked_by_fzd8crd,hspc_lsc_stemness,hsc_mpp_lsc,cell_state,11,22,21
atomic__hspc_lsc_stemness__hsc_mpp_lsc__mebarki_hcc_progenitor_wnt_dn_ctnnb1_independent,hspc_lsc_stemness,hsc_mpp_lsc,cell_state,4,16,15
atomic__hspc_lsc_stemness__hsc_mpp_lsc__mebarki_hcc_progenitor_wnt_up,hspc_lsc_stemness,hsc_mpp_lsc,cell_state,107,204,192
atomic__hspc_lsc_stemness__hsc_mpp_lsc__mebarki_hcc_progenitor_wnt_up_blocked_by_fzd8crd,hspc_lsc_stemness,hsc_mpp_lsc,cell_state,74,126,123
atomic__hspc_lsc_stemness__hsc_mpp_lsc__mebarki_hcc_progenitor_wnt_up_ctnnb1_dependent,hspc_lsc_stemness,hsc_mpp_lsc,cell_state,39,91,86
atomic__hspc_lsc_stemness__hsc_mpp_lsc__mebarki_hcc_progenitor_wnt_up_ctnnb1_dependent_blocked_by_fzd8crd,hspc_lsc_stemness,hsc_mpp_lsc,cell_state,23,48,48
atomic__hspc_lsc_stemness__hsc_mpp_lsc__mebarki_hcc_progenitor_wnt_up_ctnnb1_independent,hspc_lsc_stemness,hsc_mpp_lsc,cell_state,11,24,23
atomic__hspc_lsc_stemness__hsc_mpp_lsc__oishi_cholangioma_stem_cell_like_dn,hspc_lsc_stemness,hsc_mpp_lsc,cell_state,192,274,270
atomic__hspc_lsc_stemness__hsc_mpp_lsc__oishi_cholangioma_stem_cell_like_up,hspc_lsc_stemness,hsc_mpp_lsc,cell_state,301,344,339
atomic__hspc_lsc_stemness__hsc_mpp_lsc__oswald_hematopoietic_stem_cell_in_collagen_gel_dn,hspc_lsc_stemness,hsc_mpp_lsc,cell_state,238,280,266
atomic__hspc_lsc_stemness__hsc_mpp_lsc__oswald_hematopoietic_stem_cell_in_collagen_gel_up,hspc_lsc_stemness,hsc_mpp_lsc,cell_state,183,224,219
atomic__hspc_lsc_stemness__hsc_mpp_lsc__park_hsc_and_multipotent_progenitors,hspc_lsc_stemness,hsc_mpp_lsc,cell_state,42,45,44
atomic__hspc_lsc_stemness__hsc_mpp_lsc__park_hsc_markers,hspc_lsc_stemness,hsc_mpp_lsc,cell_state,43,44,44
atomic__hspc_lsc_stemness__hsc_mpp_lsc__park_hsc_vs_multipotent_progenitors_dn,hspc_lsc_stemness,hsc_mpp_lsc,cell_state,15,15,15
core_anchor__hspc_lsc_stemness__core_hsc_mpp_lsc__expert_curated,hspc_lsc_stemness,core_hsc_mpp_lsc,core_anchor,14,15,15
family_union__hspc_lsc_stemness__all__selected_atomic_sets,hspc_lsc_stemness,all,family_union,5478,7467,7179
family_union__hspc_lsc_stemness__hsc_mpp_lsc__selected_atomic_sets,hspc_lsc_stemness,hsc_mpp_lsc,family_union,5478,7467,7179
core_anchor__ifng_decomposed_response__core_ifng_ligand_receptor_s_8a4bc4a8__expert_curated,ifng_decomposed_response,core_ifng_ligand_receptor_stat_irf_output_feedback,core_anchor,21,25,25
atomic__ifng_decomposed_response__ifng_chemokine_output__gobp_chemokine_c_c_motif_ligand_5_production,ifng_decomposed_response,ifng_chemokine_output,effector,8,12,12
atomic__ifng_decomposed_response__ifng_chemokine_output__gobp_chemokine_c_x_c_motif_ligand_2_production,ifng_decomposed_response,ifng_chemokine_output,effector,15,19,17
atomic__ifng_decomposed_response__ifng_chemokine_output__gobp_chemokine_production,ifng_decomposed_response,ifng_chemokine_output,effector,62,105,95
atomic__ifng_decomposed_response__ifng_chemokine_output__gobp_negative_regulation_of_chemokine_production,ifng_decomposed_response,ifng_chemokine_output,effector,17,32,23
atomic__ifng_decomposed_response__ifng_chemokine_output__gobp_positive_regulation_of_chemokine_c_x_c_motif_ligand_2_production,ifng_decomposed_response,ifng_chemokine_output,effector,8,10,10
atomic__ifng_decomposed_response__ifng_chemokine_output__gobp_positive_regulation_of_chemokine_production,ifng_decomposed_response,ifng_chemokine_output,effector,46,72,71
atomic__ifng_decomposed_response__ifng_chemokine_output__gobp_regulation_of_chemokine_mediated_signaling_pathway,ifng_decomposed_response,ifng_chemokine_output,effector,6,12,10
atomic__ifng_decomposed_response__ifng_chemokine_output__gobp_response_to_chemokine,ifng_decomposed_response,ifng_chemokine_output,effector,45,98,94
family_union__ifng_decomposed_response__all__selected_atomic_sets,ifng_decomposed_response,all,family_union,8493,10461,9701
family_union__ifng_decomposed_response__ifng_chemokine_output__selected_atomic_sets,ifng_decomposed_response,ifng_chemokine_output,family_union,105,199,185
family_union__ifng_decomposed_response__ifng_feedback__selected_atomic_sets,ifng_decomposed_response,ifng_feedback,family_union,2826,3229,3169
family_union__ifng_decomposed_response__ifng_stat_irf_targets__selected_atomic_sets,ifng_decomposed_response,ifng_stat_irf_targets,family_union,7576,9197,8481
atomic__ifng_decomposed_response__ifng_feedback__gobp_negative_regulation_of_interferon_beta_production,ifng_decomposed_response,ifng_feedback,relay,16,17,16
atomic__ifng_decomposed_response__ifng_feedback__gobp_negative_regulation_of_type_ii_interferon_production,ifng_decomposed_response,ifng_feedback,relay,22,46,44
atomic__ifng_decomposed_response__ifng_feedback__gobp_negative_regulation_of_type_i_interferon_mediated_signaling_pathway,ifng_decomposed_response,ifng_feedback,relay,19,23,22
atomic__ifng_decomposed_response__ifng_feedback__gobp_negative_regulation_of_type_i_interferon_production,ifng_decomposed_response,ifng_feedback,relay,47,53,51
atomic__ifng_decomposed_response__ifng_feedback__gse369_pre_vs_post_il6_injection_socs3_ko_liver_dn,ifng_decomposed_response,ifng_feedback,relay,191,200,200
atomic__ifng_decomposed_response__ifng_feedback__gse369_pre_vs_post_il6_injection_socs3_ko_liver_up,ifng_decomposed_response,ifng_feedback,relay,171,199,192
atomic__ifng_decomposed_response__ifng_feedback__gse369_socs3_ko_vs_ifng_ko_liver_dn,ifng_decomposed_response,ifng_feedback,relay,165,199,194
atomic__ifng_decomposed_response__ifng_feedback__gse369_socs3_ko_vs_ifng_ko_liver_up,ifng_decomposed_response,ifng_feedback,relay,131,199,193
atomic__ifng_decomposed_response__ifng_feedback__gse369_socs3_ko_vs_wt_liver_dn,ifng_decomposed_response,ifng_feedback,relay,182,200,199
atomic__ifng_decomposed_response__ifng_feedback__gse369_socs3_ko_vs_wt_liver_post_il6_injection_dn,ifng_decomposed_response,ifng_feedback,relay,173,200,196
atomic__ifng_decomposed_response__ifng_feedback__gse369_socs3_ko_vs_wt_liver_post_il6_injection_up,ifng_decomposed_response,ifng_feedback,relay,166,197,195
atomic__ifng_decomposed_response__ifng_feedback__gse369_socs3_ko_vs_wt_liver_up,ifng_decomposed_response,ifng_feedback,relay,186,199,194
atomic__ifng_decomposed_response__ifng_feedback__gse411_100min_vs_400min_il6_stim_socs3_ko_macrophage_dn,ifng_decomposed_response,ifng_feedback,relay,185,200,195
atomic__ifng_decomposed_response__ifng_feedback__gse411_100min_vs_400min_il6_stim_socs3_ko_macrophage_up,ifng_decomposed_response,ifng_feedback,relay,178,200,199
atomic__ifng_decomposed_response__ifng_feedback__gse411_unstim_vs_100min_il6_stim_socs3_ko_macrophage_dn,ifng_decomposed_response,ifng_feedback,relay,177,200,196
atomic__ifng_decomposed_response__ifng_feedback__gse411_unstim_vs_100min_il6_stim_socs3_ko_macrophage_up,ifng_decomposed_response,ifng_feedback,relay,184,200,197
atomic__ifng_decomposed_response__ifng_feedback__gse411_unstim_vs_400min_il6_stim_socs3_ko_macrophage_dn,ifng_decomposed_response,ifng_feedback,relay,178,199,193
atomic__ifng_decomposed_response__ifng_feedback__gse411_unstim_vs_400min_il6_stim_socs3_ko_macrophage_up,ifng_decomposed_response,ifng_feedback,relay,178,199,196
atomic__ifng_decomposed_response__ifng_feedback__gse411_wt_vs_socs3_ko_macrophage_dn,ifng_decomposed_response,ifng_feedback,relay,182,200,193
atomic__ifng_decomposed_response__ifng_feedback__gse411_wt_vs_socs3_ko_macrophage_il6_stim_100min_dn,ifng_decomposed_response,ifng_feedback,relay,180,200,197
atomic__ifng_decomposed_response__ifng_feedback__gse411_wt_vs_socs3_ko_macrophage_il6_stim_100min_up,ifng_decomposed_response,ifng_feedback,relay,180,200,198
atomic__ifng_decomposed_response__ifng_feedback__gse411_wt_vs_socs3_ko_macrophage_il6_stim_400min_dn,ifng_decomposed_response,ifng_feedback,relay,187,200,198
