set_id,family,subfamily,interpretation_layer,overlap_hvg,n_raw,n_present
atomic__typei_ifn_inflammasome_nonc_3b419218__typei_ifn_inflammasome_nonc_9fdd377b__reactome_interleukin_10_signaling,typeI_ifn_inflammasome_noncanonical_nfkb_contrast,typeI_ifn_inflammasome_noncanonical_nfkb,target_footprint,25,45,44
atomic__typei_ifn_inflammasome_nonc_3b419218__typei_ifn_inflammasome_nonc_9fdd377b__reactome_interleukin_12_family_signaling,typeI_ifn_inflammasome_noncanonical_nfkb_contrast,typeI_ifn_inflammasome_noncanonical_nfkb,target_footprint,50,57,57
atomic__typei_ifn_inflammasome_nonc_3b419218__typei_ifn_inflammasome_nonc_9fdd377b__reactome_interleukin_12_signaling,typeI_ifn_inflammasome_noncanonical_nfkb_contrast,typeI_ifn_inflammasome_noncanonical_nfkb,target_footprint,43,47,47
atomic__typei_ifn_inflammasome_nonc_3b419218__typei_ifn_inflammasome_nonc_9fdd377b__reactome_interleukin_15_signaling,typeI_ifn_inflammasome_noncanonical_nfkb_contrast,typeI_ifn_inflammasome_noncanonical_nfkb,target_footprint,13,14,14
atomic__typei_ifn_inflammasome_nonc_3b419218__typei_ifn_inflammasome_nonc_9fdd377b__reactome_interleukin_17_signaling,typeI_ifn_inflammasome_noncanonical_nfkb_contrast,typeI_ifn_inflammasome_noncanonical_nfkb,target_footprint,66,71,71
atomic__typei_ifn_inflammasome_nonc_3b419218__typei_ifn_inflammasome_nonc_9fdd377b__reactome_interleukin_1_family_signaling,typeI_ifn_inflammasome_noncanonical_nfkb_contrast,typeI_ifn_inflammasome_noncanonical_nfkb,target_footprint,121,139,139
atomic__typei_ifn_inflammasome_nonc_3b419218__typei_ifn_inflammasome_nonc_9fdd377b__reactome_interleukin_1_signaling,typeI_ifn_inflammasome_noncanonical_nfkb_contrast,typeI_ifn_inflammasome_noncanonical_nfkb,target_footprint,97,101,101
atomic__typei_ifn_inflammasome_nonc_3b419218__typei_ifn_inflammasome_nonc_9fdd377b__reactome_interleukin_4_and_interleukin_13_signaling,typeI_ifn_inflammasome_noncanonical_nfkb_contrast,typeI_ifn_inflammasome_noncanonical_nfkb,target_footprint,71,111,111
atomic__typei_ifn_inflammasome_nonc_3b419218__typei_ifn_inflammasome_nonc_9fdd377b__reactome_non_canonical_inflammasome_activation,typeI_ifn_inflammasome_noncanonical_nfkb_contrast,typeI_ifn_inflammasome_noncanonical_nfkb,target_footprint,13,14,14
atomic__typei_ifn_inflammasome_nonc_3b419218__typei_ifn_inflammasome_nonc_9fdd377b__reactome_pyroptosis,typeI_ifn_inflammasome_noncanonical_nfkb_contrast,typeI_ifn_inflammasome_noncanonical_nfkb,target_footprint,23,27,27
atomic__typei_ifn_inflammasome_nonc_3b419218__typei_ifn_inflammasome_nonc_9fdd377b__reactome_the_nlrp3_inflammasome,typeI_ifn_inflammasome_noncanonical_nfkb_contrast,typeI_ifn_inflammasome_noncanonical_nfkb,target_footprint,14,16,16
atomic__typei_ifn_inflammasome_nonc_3b419218__typei_ifn_inflammasome_nonc_9fdd377b__gobp_cellular_response_to_interferon_alpha,typeI_ifn_inflammasome_noncanonical_nfkb_contrast,typeI_ifn_inflammasome_noncanonical_nfkb,target_footprint,8,11,11
atomic__typei_ifn_inflammasome_nonc_3b419218__typei_ifn_inflammasome_nonc_9fdd377b__gobp_cellular_response_to_interferon_beta,typeI_ifn_inflammasome_noncanonical_nfkb_contrast,typeI_ifn_inflammasome_noncanonical_nfkb,target_footprint,21,30,28
atomic__typei_ifn_inflammasome_nonc_3b419218__typei_ifn_inflammasome_nonc_9fdd377b__gobp_cellular_response_to_interleukin_1,typeI_ifn_inflammasome_noncanonical_nfkb_contrast,typeI_ifn_inflammasome_noncanonical_nfkb,target_footprint,61,91,87
atomic__typei_ifn_inflammasome_nonc_3b419218__typei_ifn_inflammasome_nonc_9fdd377b__gobp_cellular_response_to_interleukin_12,typeI_ifn_inflammasome_noncanonical_nfkb_contrast,typeI_ifn_inflammasome_noncanonical_nfkb,target_footprint,10,11,11
atomic__typei_ifn_inflammasome_nonc_3b419218__typei_ifn_inflammasome_nonc_9fdd377b__gobp_inflammasome_mediated_signaling_pathway,typeI_ifn_inflammasome_noncanonical_nfkb_contrast,typeI_ifn_inflammasome_noncanonical_nfkb,target_footprint,54,67,65
atomic__typei_ifn_inflammasome_nonc_3b419218__typei_ifn_inflammasome_nonc_9fdd377b__gobp_interferon_alpha_production,typeI_ifn_inflammasome_noncanonical_nfkb_contrast,typeI_ifn_inflammasome_noncanonical_nfkb,target_footprint,26,32,31
atomic__typei_ifn_inflammasome_nonc_3b419218__typei_ifn_inflammasome_nonc_9fdd377b__gobp_interferon_beta_production,typeI_ifn_inflammasome_noncanonical_nfkb_contrast,typeI_ifn_inflammasome_noncanonical_nfkb,target_footprint,59,64,61
atomic__typei_ifn_inflammasome_nonc_3b419218__typei_ifn_inflammasome_nonc_9fdd377b__gobp_interleukin_10_mediated_signaling_pathway,typeI_ifn_inflammasome_noncanonical_nfkb_contrast,typeI_ifn_inflammasome_noncanonical_nfkb,target_footprint,10,12,11
atomic__typei_ifn_inflammasome_nonc_3b419218__typei_ifn_inflammasome_nonc_9fdd377b__gobp_interleukin_10_production,typeI_ifn_inflammasome_noncanonical_nfkb_contrast,typeI_ifn_inflammasome_noncanonical_nfkb,target_footprint,45,70,65
atomic__typei_ifn_inflammasome_nonc_3b419218__typei_ifn_inflammasome_nonc_9fdd377b__gobp_interleukin_12_production,typeI_ifn_inflammasome_noncanonical_nfkb_contrast,typeI_ifn_inflammasome_noncanonical_nfkb,target_footprint,47,63,62
atomic__typei_ifn_inflammasome_nonc_3b419218__typei_ifn_inflammasome_nonc_9fdd377b__gobp_interleukin_13_production,typeI_ifn_inflammasome_noncanonical_nfkb_contrast,typeI_ifn_inflammasome_noncanonical_nfkb,target_footprint,17,27,27
atomic__typei_ifn_inflammasome_nonc_3b419218__typei_ifn_inflammasome_nonc_9fdd377b__gobp_interleukin_17_mediated_signaling_pathway,typeI_ifn_inflammasome_noncanonical_nfkb_contrast,typeI_ifn_inflammasome_noncanonical_nfkb,target_footprint,11,17,16
atomic__typei_ifn_inflammasome_nonc_3b419218__typei_ifn_inflammasome_nonc_9fdd377b__gobp_interleukin_17_production,typeI_ifn_inflammasome_noncanonical_nfkb_contrast,typeI_ifn_inflammasome_noncanonical_nfkb,target_footprint,29,48,39
atomic__typei_ifn_inflammasome_nonc_3b419218__typei_ifn_inflammasome_nonc_9fdd377b__gobp_interleukin_18_mediated_signaling_pathway,typeI_ifn_inflammasome_noncanonical_nfkb_contrast,typeI_ifn_inflammasome_noncanonical_nfkb,target_footprint,7,10,10
atomic__typei_ifn_inflammasome_nonc_3b419218__typei_ifn_inflammasome_nonc_9fdd377b__gobp_interleukin_18_production,typeI_ifn_inflammasome_noncanonical_nfkb_contrast,typeI_ifn_inflammasome_noncanonical_nfkb,target_footprint,9,14,12
atomic__typei_ifn_inflammasome_nonc_3b419218__typei_ifn_inflammasome_nonc_9fdd377b__gobp_interleukin_1_alpha_production,typeI_ifn_inflammasome_noncanonical_nfkb_contrast,typeI_ifn_inflammasome_noncanonical_nfkb,target_footprint,5,14,11
atomic__typei_ifn_inflammasome_nonc_3b419218__typei_ifn_inflammasome_nonc_9fdd377b__gobp_interleukin_1_mediated_signaling_pathway,typeI_ifn_inflammasome_noncanonical_nfkb_contrast,typeI_ifn_inflammasome_noncanonical_nfkb,target_footprint,26,36,33
atomic__typei_ifn_inflammasome_nonc_3b419218__typei_ifn_inflammasome_nonc_9fdd377b__gobp_interleukin_1_production,typeI_ifn_inflammasome_noncanonical_nfkb_contrast,typeI_ifn_inflammasome_noncanonical_nfkb,target_footprint,80,137,118
atomic__typei_ifn_inflammasome_nonc_3b419218__typei_ifn_inflammasome_nonc_9fdd377b__gobp_negative_regulation_of_inflammasome_mediated_signa__f55736cd26,typeI_ifn_inflammasome_noncanonical_nfkb_contrast,typeI_ifn_inflammasome_noncanonical_nfkb,target_footprint,16,23,22
atomic__typei_ifn_inflammasome_nonc_3b419218__typei_ifn_inflammasome_nonc_9fdd377b__gobp_negative_regulation_of_interferon_beta_production,typeI_ifn_inflammasome_noncanonical_nfkb_contrast,typeI_ifn_inflammasome_noncanonical_nfkb,target_footprint,16,17,16
atomic__typei_ifn_inflammasome_nonc_3b419218__typei_ifn_inflammasome_nonc_9fdd377b__gobp_negative_regulation_of_interleukin_10_production,typeI_ifn_inflammasome_noncanonical_nfkb_contrast,typeI_ifn_inflammasome_noncanonical_nfkb,target_footprint,13,25,21
atomic__typei_ifn_inflammasome_nonc_3b419218__typei_ifn_inflammasome_nonc_9fdd377b__gobp_negative_regulation_of_interleukin_12_production,typeI_ifn_inflammasome_noncanonical_nfkb_contrast,typeI_ifn_inflammasome_noncanonical_nfkb,target_footprint,12,17,16
atomic__typei_ifn_inflammasome_nonc_3b419218__typei_ifn_inflammasome_nonc_9fdd377b__gobp_negative_regulation_of_interleukin_17_production,typeI_ifn_inflammasome_noncanonical_nfkb_contrast,typeI_ifn_inflammasome_noncanonical_nfkb,target_footprint,11,23,15
atomic__typei_ifn_inflammasome_nonc_3b419218__typei_ifn_inflammasome_nonc_9fdd377b__gobp_negative_regulation_of_interleukin_1_beta_production,typeI_ifn_inflammasome_noncanonical_nfkb_contrast,typeI_ifn_inflammasome_noncanonical_nfkb,target_footprint,19,49,35
atomic__typei_ifn_inflammasome_nonc_3b419218__typei_ifn_inflammasome_nonc_9fdd377b__gobp_negative_regulation_of_interleukin_1_production,typeI_ifn_inflammasome_noncanonical_nfkb_contrast,typeI_ifn_inflammasome_noncanonical_nfkb,target_footprint,22,58,42
atomic__typei_ifn_inflammasome_nonc_3b419218__typei_ifn_inflammasome_nonc_9fdd377b__gobp_negative_regulation_of_nlrp3_inflammasome_complex_assembly,typeI_ifn_inflammasome_noncanonical_nfkb_contrast,typeI_ifn_inflammasome_noncanonical_nfkb,target_footprint,13,19,19
atomic__typei_ifn_inflammasome_nonc_3b419218__typei_ifn_inflammasome_nonc_9fdd377b__gobp_negative_regulation_of_type_i_interferon_mediated__064c5650c1,typeI_ifn_inflammasome_noncanonical_nfkb_contrast,typeI_ifn_inflammasome_noncanonical_nfkb,target_footprint,19,23,22
atomic__typei_ifn_inflammasome_nonc_3b419218__typei_ifn_inflammasome_nonc_9fdd377b__gobp_negative_regulation_of_type_i_interferon_production,typeI_ifn_inflammasome_noncanonical_nfkb_contrast,typeI_ifn_inflammasome_noncanonical_nfkb,target_footprint,47,53,51
atomic__typei_ifn_inflammasome_nonc_3b419218__typei_ifn_inflammasome_nonc_9fdd377b__gobp_positive_regulation_of_inflammasome_mediated_signa__a46173fdc8,typeI_ifn_inflammasome_noncanonical_nfkb_contrast,typeI_ifn_inflammasome_noncanonical_nfkb,target_footprint,28,31,30
atomic__typei_ifn_inflammasome_nonc_3b419218__typei_ifn_inflammasome_nonc_9fdd377b__gobp_positive_regulation_of_interferon_alpha_production,typeI_ifn_inflammasome_noncanonical_nfkb_contrast,typeI_ifn_inflammasome_noncanonical_nfkb,target_footprint,21,26,25
atomic__typei_ifn_inflammasome_nonc_3b419218__typei_ifn_inflammasome_nonc_9fdd377b__gobp_positive_regulation_of_interferon_beta_production,typeI_ifn_inflammasome_noncanonical_nfkb_contrast,typeI_ifn_inflammasome_noncanonical_nfkb,target_footprint,39,43,41
atomic__typei_ifn_inflammasome_nonc_3b419218__typei_ifn_inflammasome_nonc_9fdd377b__gobp_positive_regulation_of_interleukin_10_production,typeI_ifn_inflammasome_noncanonical_nfkb_contrast,typeI_ifn_inflammasome_noncanonical_nfkb,target_footprint,31,46,45
atomic__typei_ifn_inflammasome_nonc_3b419218__typei_ifn_inflammasome_nonc_9fdd377b__gobp_positive_regulation_of_interleukin_12_production,typeI_ifn_inflammasome_noncanonical_nfkb_contrast,typeI_ifn_inflammasome_noncanonical_nfkb,target_footprint,32,43,43
atomic__typei_ifn_inflammasome_nonc_3b419218__typei_ifn_inflammasome_nonc_9fdd377b__gobp_positive_regulation_of_interleukin_13_production,typeI_ifn_inflammasome_noncanonical_nfkb_contrast,typeI_ifn_inflammasome_noncanonical_nfkb,target_footprint,13,20,20
atomic__typei_ifn_inflammasome_nonc_3b419218__typei_ifn_inflammasome_nonc_9fdd377b__gobp_positive_regulation_of_interleukin_17_production,typeI_ifn_inflammasome_noncanonical_nfkb_contrast,typeI_ifn_inflammasome_noncanonical_nfkb,target_footprint,19,27,26
atomic__typei_ifn_inflammasome_nonc_3b419218__typei_ifn_inflammasome_nonc_9fdd377b__gobp_positive_regulation_of_interleukin_1_production,typeI_ifn_inflammasome_noncanonical_nfkb_contrast,typeI_ifn_inflammasome_noncanonical_nfkb,target_footprint,53,75,73
atomic__typei_ifn_inflammasome_nonc_3b419218__typei_ifn_inflammasome_nonc_9fdd377b__gobp_positive_regulation_of_type_i_interferon_mediated__44b2f166fe,typeI_ifn_inflammasome_noncanonical_nfkb_contrast,typeI_ifn_inflammasome_noncanonical_nfkb,target_footprint,15,20,19
atomic__typei_ifn_inflammasome_nonc_3b419218__typei_ifn_inflammasome_nonc_9fdd377b__gobp_positive_regulation_of_type_i_interferon_production,typeI_ifn_inflammasome_noncanonical_nfkb_contrast,typeI_ifn_inflammasome_noncanonical_nfkb,target_footprint,71,79,76
atomic__typei_ifn_inflammasome_nonc_3b419218__typei_ifn_inflammasome_nonc_9fdd377b__gobp_regulation_of_inflammasome_mediated_signaling_pathway,typeI_ifn_inflammasome_noncanonical_nfkb_contrast,typeI_ifn_inflammasome_noncanonical_nfkb,target_footprint,46,56,54
atomic__typei_ifn_inflammasome_nonc_3b419218__typei_ifn_inflammasome_nonc_9fdd377b__gobp_regulation_of_interleukin_1_mediated_signaling_pathway,typeI_ifn_inflammasome_noncanonical_nfkb_contrast,typeI_ifn_inflammasome_noncanonical_nfkb,target_footprint,8,16,14
atomic__typei_ifn_inflammasome_nonc_3b419218__typei_ifn_inflammasome_nonc_9fdd377b__gobp_regulation_of_type_i_interferon_mediated_signaling_pathway,typeI_ifn_inflammasome_noncanonical_nfkb_contrast,typeI_ifn_inflammasome_noncanonical_nfkb,target_footprint,37,45,43
atomic__typei_ifn_inflammasome_nonc_3b419218__typei_ifn_inflammasome_nonc_9fdd377b__gobp_response_to_interferon_alpha,typeI_ifn_inflammasome_noncanonical_nfkb_contrast,typeI_ifn_inflammasome_noncanonical_nfkb,target_footprint,17,21,21
atomic__typei_ifn_inflammasome_nonc_3b419218__typei_ifn_inflammasome_nonc_9fdd377b__gobp_response_to_interferon_beta,typeI_ifn_inflammasome_noncanonical_nfkb_contrast,typeI_ifn_inflammasome_noncanonical_nfkb,target_footprint,29,38,36
atomic__typei_ifn_inflammasome_nonc_3b419218__typei_ifn_inflammasome_nonc_9fdd377b__gobp_response_to_interleukin_1,typeI_ifn_inflammasome_noncanonical_nfkb_contrast,typeI_ifn_inflammasome_noncanonical_nfkb,target_footprint,79,119,112
atomic__typei_ifn_inflammasome_nonc_3b419218__typei_ifn_inflammasome_nonc_9fdd377b__gobp_response_to_interleukin_12,typeI_ifn_inflammasome_noncanonical_nfkb_contrast,typeI_ifn_inflammasome_noncanonical_nfkb,target_footprint,12,13,13
atomic__typei_ifn_inflammasome_nonc_3b419218__typei_ifn_inflammasome_nonc_9fdd377b__gobp_response_to_interleukin_15,typeI_ifn_inflammasome_noncanonical_nfkb_contrast,typeI_ifn_inflammasome_noncanonical_nfkb,target_footprint,10,11,11
